/Users/rkaramyan/hybrid_recsys_capstone/.venv/lib/python3.9/site-packages/torch/nn/modules/transformer.py:515: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/aten/src/ATen/NestedTensorImpl.cpp:182.)
  output = torch._nested_tensor_from_mask(
Using device: cpu
Loading dataset: video_games
Vocabulary Size (including padding): 25528
Loading LLM Semantic Vectors from /Users/rkaramyan/hybrid_recsys_capstone/src/../data/item_embeddings_video_games.pt...
LLM Embedding Tensor Shape: torch.Size([25528, 384])

Starting Training...
Phase 1: Freezing LLM embeddings for 10 epochs...
Epoch [1/50] | Batch [0/4143] | Loss: 11.0968
Epoch [1/50] | Batch [50/4143] | Loss: 10.0051
Epoch [1/50] | Batch [100/4143] | Loss: 9.7219
Epoch [1/50] | Batch [150/4143] | Loss: 9.5760
Epoch [1/50] | Batch [200/4143] | Loss: 9.5033
Epoch [1/50] | Batch [250/4143] | Loss: 9.6684
Epoch [1/50] | Batch [300/4143] | Loss: 9.3910
Epoch [1/50] | Batch [350/4143] | Loss: 9.4168
Epoch [1/50] | Batch [400/4143] | Loss: 9.1354
Epoch [1/50] | Batch [450/4143] | Loss: 9.2729
Epoch [1/50] | Batch [500/4143] | Loss: 9.1497
Epoch [1/50] | Batch [550/4143] | Loss: 9.2081
Epoch [1/50] | Batch [600/4143] | Loss: 9.1978
Epoch [1/50] | Batch [650/4143] | Loss: 9.2210
Epoch [1/50] | Batch [700/4143] | Loss: 8.9616
Epoch [1/50] | Batch [750/4143] | Loss: 9.1040
Epoch [1/50] | Batch [800/4143] | Loss: 8.5849
Epoch [1/50] | Batch [850/4143] | Loss: 9.0306
Epoch [1/50] | Batch [900/4143] | Loss: 8.7485
Epoch [1/50] | Batch [950/4143] | Loss: 8.8556
Epoch [1/50] | Batch [1000/4143] | Loss: 8.5547
Epoch [1/50] | Batch [1050/4143] | Loss: 8.9358
Epoch [1/50] | Batch [1100/4143] | Loss: 8.8525
Epoch [1/50] | Batch [1150/4143] | Loss: 8.7292
Epoch [1/50] | Batch [1200/4143] | Loss: 8.6458
Epoch [1/50] | Batch [1250/4143] | Loss: 8.9445
Epoch [1/50] | Batch [1300/4143] | Loss: 8.8543
Epoch [1/50] | Batch [1350/4143] | Loss: 8.7641
Epoch [1/50] | Batch [1400/4143] | Loss: 8.8530
Epoch [1/50] | Batch [1450/4143] | Loss: 8.6866
Epoch [1/50] | Batch [1500/4143] | Loss: 8.9234
Epoch [1/50] | Batch [1550/4143] | Loss: 8.7796
Epoch [1/50] | Batch [1600/4143] | Loss: 8.7528
Epoch [1/50] | Batch [1650/4143] | Loss: 8.8671
Epoch [1/50] | Batch [1700/4143] | Loss: 8.7301
Epoch [1/50] | Batch [1750/4143] | Loss: 8.5920
