==========================================
SASRec + LLM - Best Configs Only
Using same hyperparams as baseline for fair comparison
==========================================

🎮 VIDEO GAMES - LLM Enhanced
==========================================
/Users/rkaramyan/hybrid_recsys_capstone/.venv/lib/python3.9/site-packages/torch/nn/modules/transformer.py:515: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/aten/src/ATen/NestedTensorImpl.cpp:182.)
  output = torch._nested_tensor_from_mask(

Evaluating LLM SASRec on test set...
/Users/rkaramyan/hybrid_recsys_capstone/.venv/lib/python3.9/site-packages/torch/nn/modules/transformer.py:515: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/aten/src/ATen/NestedTensorImpl.cpp:182.)
  output = torch._nested_tensor_from_mask(
Using device: cpu
Dataset: video_games | Split: test
Checkpoint: src/sasrec_video_games_llm.pth
Loading LLM Semantic Vectors from /Users/rkaramyan/hybrid_recsys_capstone/src/../data/item_embeddings_video_games.pt...
Evaluated samples: 94417
Hits@10 (raw): 3309
Hit@10:  0.03504665
NDCG@10: 0.01852050


🔬 INDUSTRIAL & SCIENTIFIC - LLM Enhanced
==========================================
/Users/rkaramyan/hybrid_recsys_capstone/.venv/lib/python3.9/site-packages/torch/nn/modules/transformer.py:515: UserWarning: The PyTorch API of nested tensors is in prototype stage and will change in the near future. We recommend specifying layout=torch.jagged when constructing a nested tensor, as this layout receives active development, has better operator coverage, and works with torch.compile. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/aten/src/ATen/NestedTensorImpl.cpp:182.)
  output = torch._nested_tensor_from_mask(
Using device: cpu
Loading dataset: industrial_and_scientific
Vocabulary Size (including padding): 25755
Loading LLM Semantic Vectors from /Users/rkaramyan/hybrid_recsys_capstone/src/../data/item_embeddings_industrial_and_scientific.pt...
LLM Embedding Tensor Shape: torch.Size([25755, 384])

Starting Training...
Phase 1: Freezing LLM embeddings for 5 epochs...
Epoch [1/50] | Batch [0/2032] | Loss: 10.1667
Epoch [1/50] | Batch [50/2032] | Loss: 10.0418
Epoch [1/50] | Batch [100/2032] | Loss: 10.1339
Epoch [1/50] | Batch [150/2032] | Loss: 10.0593
Epoch [1/50] | Batch [200/2032] | Loss: 9.9150
Epoch [1/50] | Batch [250/2032] | Loss: 9.8511
Epoch [1/50] | Batch [300/2032] | Loss: 9.8064
Epoch [1/50] | Batch [350/2032] | Loss: 9.7527
Epoch [1/50] | Batch [400/2032] | Loss: 9.7055
Epoch [1/50] | Batch [450/2032] | Loss: 9.7993
Epoch [1/50] | Batch [500/2032] | Loss: 9.7369
Epoch [1/50] | Batch [550/2032] | Loss: 9.7680
Epoch [1/50] | Batch [600/2032] | Loss: 9.6740
Epoch [1/50] | Batch [650/2032] | Loss: 9.7427
Epoch [1/50] | Batch [700/2032] | Loss: 9.8204
Epoch [1/50] | Batch [750/2032] | Loss: 9.5636
Epoch [1/50] | Batch [800/2032] | Loss: 9.6762
Epoch [1/50] | Batch [850/2032] | Loss: 9.7058
Epoch [1/50] | Batch [900/2032] | Loss: 9.7777
Epoch [1/50] | Batch [950/2032] | Loss: 9.6223
Epoch [1/50] | Batch [1000/2032] | Loss: 9.7804
Epoch [1/50] | Batch [1050/2032] | Loss: 9.7000
Epoch [1/50] | Batch [1100/2032] | Loss: 9.8812
Epoch [1/50] | Batch [1150/2032] | Loss: 9.6694
Epoch [1/50] | Batch [1200/2032] | Loss: 9.6207
Epoch [1/50] | Batch [1250/2032] | Loss: 9.7779
Epoch [1/50] | Batch [1300/2032] | Loss: 9.6954
Epoch [1/50] | Batch [1350/2032] | Loss: 9.6060
Epoch [1/50] | Batch [1400/2032] | Loss: 9.6413
Epoch [1/50] | Batch [1450/2032] | Loss: 9.5494
Epoch [1/50] | Batch [1500/2032] | Loss: 9.5643
Epoch [1/50] | Batch [1550/2032] | Loss: 9.7305
Epoch [1/50] | Batch [1600/2032] | Loss: 9.4813
Epoch [1/50] | Batch [1650/2032] | Loss: 9.4645
Epoch [1/50] | Batch [1700/2032] | Loss: 9.7522
Epoch [1/50] | Batch [1750/2032] | Loss: 9.5921
Epoch [1/50] | Batch [1800/2032] | Loss: 9.5121
Epoch [1/50] | Batch [1850/2032] | Loss: 9.3752
Epoch [1/50] | Batch [1900/2032] | Loss: 9.6692
Epoch [1/50] | Batch [1950/2032] | Loss: 9.6587
Epoch [1/50] | Batch [2000/2032] | Loss: 9.8111
--- Epoch 1 Completed | Avg Loss: 9.7301 | LR: 0.001000 ---
Validation @ Epoch 1 | Hit@10: 0.0105 | NDCG@10: 0.0063
🏆 New Best Hit@10! Model saved to src/sasrec_industrial_llm.pth
Epoch [2/50] | Batch [0/2032] | Loss: 9.6871
Epoch [2/50] | Batch [50/2032] | Loss: 9.6139
Epoch [2/50] | Batch [100/2032] | Loss: 9.5216
Epoch [2/50] | Batch [150/2032] | Loss: 9.5302
Epoch [2/50] | Batch [200/2032] | Loss: 9.6460
Epoch [2/50] | Batch [250/2032] | Loss: 9.4518
Epoch [2/50] | Batch [300/2032] | Loss: 9.4151
Epoch [2/50] | Batch [350/2032] | Loss: 9.7478
Epoch [2/50] | Batch [400/2032] | Loss: 9.7352
Epoch [2/50] | Batch [450/2032] | Loss: 9.6157
Epoch [2/50] | Batch [500/2032] | Loss: 9.3836
Epoch [2/50] | Batch [550/2032] | Loss: 9.7177
Epoch [2/50] | Batch [600/2032] | Loss: 9.4918
Epoch [2/50] | Batch [650/2032] | Loss: 9.5012
Epoch [2/50] | Batch [700/2032] | Loss: 9.4690
Epoch [2/50] | Batch [750/2032] | Loss: 9.4459
Epoch [2/50] | Batch [800/2032] | Loss: 9.5493
Epoch [2/50] | Batch [850/2032] | Loss: 9.6258
Epoch [2/50] | Batch [900/2032] | Loss: 9.5797
Epoch [2/50] | Batch [950/2032] | Loss: 9.5540
Epoch [2/50] | Batch [1000/2032] | Loss: 9.5220
Epoch [2/50] | Batch [1050/2032] | Loss: 9.4377
Epoch [2/50] | Batch [1100/2032] | Loss: 9.5008
Epoch [2/50] | Batch [1150/2032] | Loss: 9.4740
Epoch [2/50] | Batch [1200/2032] | Loss: 9.6288
Epoch [2/50] | Batch [1250/2032] | Loss: 9.4975
Epoch [2/50] | Batch [1300/2032] | Loss: 9.2212
Epoch [2/50] | Batch [1350/2032] | Loss: 9.8982
Epoch [2/50] | Batch [1400/2032] | Loss: 9.3552
Epoch [2/50] | Batch [1450/2032] | Loss: 9.4457
Epoch [2/50] | Batch [1500/2032] | Loss: 9.4395
Epoch [2/50] | Batch [1550/2032] | Loss: 9.4507
Epoch [2/50] | Batch [1600/2032] | Loss: 9.6875
Epoch [2/50] | Batch [1650/2032] | Loss: 9.3302
Epoch [2/50] | Batch [1700/2032] | Loss: 9.4241
Epoch [2/50] | Batch [1750/2032] | Loss: 9.4349
Epoch [2/50] | Batch [1800/2032] | Loss: 9.5575
Epoch [2/50] | Batch [1850/2032] | Loss: 9.5147
Epoch [2/50] | Batch [1900/2032] | Loss: 9.4656
Epoch [2/50] | Batch [1950/2032] | Loss: 9.2879
Epoch [2/50] | Batch [2000/2032] | Loss: 9.5852
--- Epoch 2 Completed | Avg Loss: 9.5411 | LR: 0.001000 ---
Validation @ Epoch 2 | Hit@10: 0.0164 | NDCG@10: 0.0087
🏆 New Best Hit@10! Model saved to src/sasrec_industrial_llm.pth
Epoch [3/50] | Batch [0/2032] | Loss: 9.4178
Epoch [3/50] | Batch [50/2032] | Loss: 9.4477
Epoch [3/50] | Batch [100/2032] | Loss: 9.7009
Epoch [3/50] | Batch [150/2032] | Loss: 9.5216
Epoch [3/50] | Batch [200/2032] | Loss: 9.4863
Epoch [3/50] | Batch [250/2032] | Loss: 9.3896
Epoch [3/50] | Batch [300/2032] | Loss: 9.6197
Epoch [3/50] | Batch [350/2032] | Loss: 9.2842
Epoch [3/50] | Batch [400/2032] | Loss: 9.4048
Epoch [3/50] | Batch [450/2032] | Loss: 9.4490
Epoch [3/50] | Batch [500/2032] | Loss: 9.5780
Epoch [3/50] | Batch [550/2032] | Loss: 9.5190
Epoch [3/50] | Batch [600/2032] | Loss: 9.5323
Epoch [3/50] | Batch [650/2032] | Loss: 9.3488
Epoch [3/50] | Batch [700/2032] | Loss: 9.3777
Epoch [3/50] | Batch [750/2032] | Loss: 9.2699
Epoch [3/50] | Batch [800/2032] | Loss: 9.2885
Epoch [3/50] | Batch [850/2032] | Loss: 9.4809
Epoch [3/50] | Batch [900/2032] | Loss: 9.5897
Epoch [3/50] | Batch [950/2032] | Loss: 9.3718
Epoch [3/50] | Batch [1000/2032] | Loss: 9.5294
Epoch [3/50] | Batch [1050/2032] | Loss: 9.3358
Epoch [3/50] | Batch [1100/2032] | Loss: 9.2445
Epoch [3/50] | Batch [1150/2032] | Loss: 9.5774
Epoch [3/50] | Batch [1200/2032] | Loss: 9.5591
Epoch [3/50] | Batch [1250/2032] | Loss: 9.6360
Epoch [3/50] | Batch [1300/2032] | Loss: 9.2584
Epoch [3/50] | Batch [1350/2032] | Loss: 9.2940
Epoch [3/50] | Batch [1400/2032] | Loss: 9.3844
Epoch [3/50] | Batch [1450/2032] | Loss: 9.5874
Epoch [3/50] | Batch [1500/2032] | Loss: 9.6336
Epoch [3/50] | Batch [1550/2032] | Loss: 9.1805
Epoch [3/50] | Batch [1600/2032] | Loss: 9.3895
Epoch [3/50] | Batch [1650/2032] | Loss: 9.3186
Epoch [3/50] | Batch [1700/2032] | Loss: 9.5579
Epoch [3/50] | Batch [1750/2032] | Loss: 9.4073
Epoch [3/50] | Batch [1800/2032] | Loss: 9.5522
Epoch [3/50] | Batch [1850/2032] | Loss: 9.4941
Epoch [3/50] | Batch [1900/2032] | Loss: 9.4148
Epoch [3/50] | Batch [1950/2032] | Loss: 9.4624
Epoch [3/50] | Batch [2000/2032] | Loss: 9.5141
--- Epoch 3 Completed | Avg Loss: 9.4802 | LR: 0.001000 ---
Validation @ Epoch 3 | Hit@10: 0.0171 | NDCG@10: 0.0091
🏆 New Best Hit@10! Model saved to src/sasrec_industrial_llm.pth
Epoch [4/50] | Batch [0/2032] | Loss: 9.4940
Epoch [4/50] | Batch [50/2032] | Loss: 9.3105
Epoch [4/50] | Batch [100/2032] | Loss: 9.5166
Epoch [4/50] | Batch [150/2032] | Loss: 9.3800
Epoch [4/50] | Batch [200/2032] | Loss: 9.5873
Epoch [4/50] | Batch [250/2032] | Loss: 9.6906
Epoch [4/50] | Batch [300/2032] | Loss: 9.4387
Epoch [4/50] | Batch [350/2032] | Loss: 9.5020
Epoch [4/50] | Batch [400/2032] | Loss: 9.4225
Epoch [4/50] | Batch [450/2032] | Loss: 9.5795
Epoch [4/50] | Batch [500/2032] | Loss: 9.3557
Epoch [4/50] | Batch [550/2032] | Loss: 9.4721
Epoch [4/50] | Batch [600/2032] | Loss: 9.5611
Epoch [4/50] | Batch [650/2032] | Loss: 9.5310
Epoch [4/50] | Batch [700/2032] | Loss: 9.3737
Epoch [4/50] | Batch [750/2032] | Loss: 9.4664
Epoch [4/50] | Batch [800/2032] | Loss: 9.4305
Epoch [4/50] | Batch [850/2032] | Loss: 9.4705
Epoch [4/50] | Batch [900/2032] | Loss: 9.7522
Epoch [4/50] | Batch [950/2032] | Loss: 9.4238
Epoch [4/50] | Batch [1000/2032] | Loss: 9.4045
Epoch [4/50] | Batch [1050/2032] | Loss: 9.3899
Epoch [4/50] | Batch [1100/2032] | Loss: 9.5978
Epoch [4/50] | Batch [1150/2032] | Loss: 9.5240
Epoch [4/50] | Batch [1200/2032] | Loss: 9.1663
Epoch [4/50] | Batch [1250/2032] | Loss: 9.4773
Epoch [4/50] | Batch [1300/2032] | Loss: 9.4883
Epoch [4/50] | Batch [1350/2032] | Loss: 9.5331
Epoch [4/50] | Batch [1400/2032] | Loss: 9.3419
Epoch [4/50] | Batch [1450/2032] | Loss: 9.6535
Epoch [4/50] | Batch [1500/2032] | Loss: 9.4080
Epoch [4/50] | Batch [1550/2032] | Loss: 9.6411
Epoch [4/50] | Batch [1600/2032] | Loss: 9.3948
Epoch [4/50] | Batch [1650/2032] | Loss: 9.3808
Epoch [4/50] | Batch [1700/2032] | Loss: 9.4023
Epoch [4/50] | Batch [1750/2032] | Loss: 9.4540
Epoch [4/50] | Batch [1800/2032] | Loss: 9.5992
Epoch [4/50] | Batch [1850/2032] | Loss: 9.3290
Epoch [4/50] | Batch [1900/2032] | Loss: 9.5447
Epoch [4/50] | Batch [1950/2032] | Loss: 9.3666
Epoch [4/50] | Batch [2000/2032] | Loss: 9.5349
--- Epoch 4 Completed | Avg Loss: 9.4464 | LR: 0.001000 ---
Validation @ Epoch 4 | Hit@10: 0.0209 | NDCG@10: 0.0107
🏆 New Best Hit@10! Model saved to src/sasrec_industrial_llm.pth
Epoch [5/50] | Batch [0/2032] | Loss: 9.4690
Epoch [5/50] | Batch [50/2032] | Loss: 9.3237
Epoch [5/50] | Batch [100/2032] | Loss: 9.4652
Epoch [5/50] | Batch [150/2032] | Loss: 9.4463
Epoch [5/50] | Batch [200/2032] | Loss: 9.5750
Epoch [5/50] | Batch [250/2032] | Loss: 9.4932
Epoch [5/50] | Batch [300/2032] | Loss: 9.3185
Epoch [5/50] | Batch [350/2032] | Loss: 9.5864
Epoch [5/50] | Batch [400/2032] | Loss: 9.4316
Epoch [5/50] | Batch [450/2032] | Loss: 9.5432
Epoch [5/50] | Batch [500/2032] | Loss: 9.6084
Epoch [5/50] | Batch [550/2032] | Loss: 9.6278
Epoch [5/50] | Batch [600/2032] | Loss: 9.3124
Epoch [5/50] | Batch [650/2032] | Loss: 9.4851
Epoch [5/50] | Batch [700/2032] | Loss: 9.4477
Epoch [5/50] | Batch [750/2032] | Loss: 9.4424
Epoch [5/50] | Batch [800/2032] | Loss: 9.3380
Epoch [5/50] | Batch [850/2032] | Loss: 9.3591
Epoch [5/50] | Batch [900/2032] | Loss: 9.4396
Epoch [5/50] | Batch [950/2032] | Loss: 9.6479
Epoch [5/50] | Batch [1000/2032] | Loss: 9.3057
Epoch [5/50] | Batch [1050/2032] | Loss: 9.6695
Epoch [5/50] | Batch [1100/2032] | Loss: 9.4259
Epoch [5/50] | Batch [1150/2032] | Loss: 9.2143
Epoch [5/50] | Batch [1200/2032] | Loss: 9.3158
Epoch [5/50] | Batch [1250/2032] | Loss: 9.4700
Epoch [5/50] | Batch [1300/2032] | Loss: 9.4477
Epoch [5/50] | Batch [1350/2032] | Loss: 9.3734
Epoch [5/50] | Batch [1400/2032] | Loss: 9.3493
Epoch [5/50] | Batch [1450/2032] | Loss: 9.3274
Epoch [5/50] | Batch [1500/2032] | Loss: 9.3080
Epoch [5/50] | Batch [1550/2032] | Loss: 9.2086
Epoch [5/50] | Batch [1600/2032] | Loss: 9.3509
Epoch [5/50] | Batch [1650/2032] | Loss: 9.4735
Epoch [5/50] | Batch [1700/2032] | Loss: 9.3943
Epoch [5/50] | Batch [1750/2032] | Loss: 9.4821
Epoch [5/50] | Batch [1800/2032] | Loss: 9.3780
Epoch [5/50] | Batch [1850/2032] | Loss: 9.3472
Epoch [5/50] | Batch [1900/2032] | Loss: 9.5765
Epoch [5/50] | Batch [1950/2032] | Loss: 9.4826
Epoch [5/50] | Batch [2000/2032] | Loss: 9.4605
--- Epoch 5 Completed | Avg Loss: 9.4199 | LR: 0.001000 ---
Validation @ Epoch 5 | Hit@10: 0.0201 | NDCG@10: 0.0107
No improvement. Patience: 1/5
Phase 2: Unfreezing LLM embeddings for fine-tuning...
Epoch [6/50] | Batch [0/2032] | Loss: 9.4813
Epoch [6/50] | Batch [50/2032] | Loss: 9.3329
Epoch [6/50] | Batch [100/2032] | Loss: 9.1931
Epoch [6/50] | Batch [150/2032] | Loss: 9.1561
Epoch [6/50] | Batch [200/2032] | Loss: 9.3963
Epoch [6/50] | Batch [250/2032] | Loss: 9.0066
Epoch [6/50] | Batch [300/2032] | Loss: 9.0241
Epoch [6/50] | Batch [350/2032] | Loss: 8.9396
Epoch [6/50] | Batch [400/2032] | Loss: 9.0662
Epoch [6/50] | Batch [450/2032] | Loss: 8.9899
Epoch [6/50] | Batch [500/2032] | Loss: 8.7442
Epoch [6/50] | Batch [550/2032] | Loss: 8.9510
Epoch [6/50] | Batch [600/2032] | Loss: 8.8539
Epoch [6/50] | Batch [650/2032] | Loss: 8.9362
Epoch [6/50] | Batch [700/2032] | Loss: 9.1204
Epoch [6/50] | Batch [750/2032] | Loss: 8.7549
Epoch [6/50] | Batch [800/2032] | Loss: 8.9946
